Post_ID,Post_Date,Platform,Content_Type,Campaign_Name,Country,City,Latitude,Longitude,Audience_Age_Group,Sentiment,Followers,Impressions,Likes,Shares,Comments,Clicks,Engagement_Rate_Percent
POST-0243,13/02/2025, Facebook,text post,customer education,SA,Cape Town,-33.8387,18.5956,18-24,Neutral,350746,173251,10011,815,257,5237,6.4
POST-0506,2025-11-13,You Tube,video,Product Launch,NIGERIA,Lagos,6.6904,3.1414,18-24,Positive,580439,461818,31274,5320,3522,28631,8.69
POST-0097,12/09/2025,TikTok ,carousel,Community,nigeria,Lagos,6.7551,3.375,18-24,Neutral,,547832,22705,2214,2476,36499,5.0
POST-0619,16/09/2025,FB,reel,customer education,,London,51.2196,-0.0985,45-54,Neutral,434667,99132,30037,2923,2416,6857,35.69
POST-0364,01-Sep-2025,FB,carousel,Influencer,india,Mumbai,19.1471,72.6799,55+,Neutral,267689,57243,16341,1107,2168,2894,
POST-0038,24/06/2025,X,video,Seasonal Promo,australia,Sydney,-33.7619,151.2652,25-34,Neutral,335426,179232,15381,2613,1980,2038,11.14
POST-0746,15/04/2025,LINKEDIN,Image ,Education,canada,Toronto,,-79.3236,45-54,Neutral,182022,24890,6682,810,672,1599,32.8
POST-0456,14/07/2025,Instagram,VID,Community Engagement,india,Mumbai,19.2368,72.7687,55+,Positive,553013,460020,20168,3891,3174,14851,5.92
POST-0620,2025-05-10,TikTok ,Video,Brand Awareness,Nigeria,Lagos,6.4573,3.4043,18-24,Negative,853633,635775,42383,1715,4287,7582,7.61
POST-0388,2025-08-15,twitter,REEL,Awareness, CANADA,Toronto,43.4685,-79.5716,55+,Neutral,150239,20919,5459,370,867,456,32.01
POST-0890,09/20/2025,tiktok,REEL,Promo,America,New York,40.7652,-73.9367,35-44,Neutral,639384,363669,59503,12696,5861,12634,21.46
POST-0992,06/30/2025,FB,CAROUSEL,Influencer Campaign,INDIA,Mumbai,19.2682,72.9454,55+,Positive,396639,315031,22550,2266,3073,20510,8.85
POST-0839,04/02/2025, Facebook,Video ,seasonal promotion,france,Paris,48.5985,2.5234,25-34,Neutral,148898,111596,13264,1667,1425,7949,14.66
POST-0390,14-Oct-2025,You Tube,reel,brand awareness, united kingdom,London,51.3931,-0.0093,55+,Neutral,788137,593728,57323,2886,3936,9553,10.8
POST-0384,2025-11-23,x ,SHORT,Seasonal Promo, united kingdom,London,51.5436,0.0748,45-54,Positive,336927,108282,35320,3194,4286,2585,39.53
POST-0553,2025-12-16,Facebook,Text,seasonal promotion, united kingdom,London,51.7263,-0.4031,55+,Positive,263159,99941,3816,721,320,7268,4.86
POST-0658,2025-07-10,YouTube,CAROUSEL,Community Engagement,south africa,Cape Town,-33.6852,18.2608,45-54,Negative,659427,414066,54677,3655,4732,19984,15.23
POST-0776,03-May-2025,FB,Live Stream,Influencer,USA,New York,40.6298,-74.1644,25-34,Negative,442452,131770,25235,1446,771,6089,20.83
POST-0095,18/10/2025,twitter,Reel,Community,Germany,Berlin,52.3086,13.5278,55+,Neutral,255321,,31303,6219,2783,3686,45.68
POST-0482,13/12/2025,Facebook,Reel,Promo,South Africa,Cape Town,-34.0737,18.2393,25-34,Negative,,161341,23531,2068,3052,5384,17.76
POST-0579,05-Dec-2025,IG,Video ,community engagement,india,Mumbai,19.1534,72.7814,25-34,Neutral,505772,243524,47708,5998,5202,16282,24.19
POST-0040,2025-07-25,Facebook,Text Post,Product Launch ,GH,Accra,5.3489,0.0838,55+,Negative,359613,130589,8106,776,547,2299,7.22
POST-0218,24-Aug-2025,Instagram,Text Post,brand awareness,australia,Sydney,-33.7796,151.2991,55+,Positive,606768,288401,27670,5917,2884,14820,150
POST-0802,22-May-2025,Instagram ,VID,Influencer Campaign,Australia,Sydney,-33.7439,150.9188,45-54,Neutral,497612,,25761,2476,1620,16535,13.41
POST-0697,2025-10-27,Twitter,reel,Community Engagement,Germany,Berlin,52.2445,13.1628,45-54,Neutral,435705,99084,3431,580,189,6974,4.24
POST-0566,2025-05-22,Instagram,Reel,customer education,AUS,Sydney,-33.6719,151.1934,35-44,Neutral,470742,135222,48941,2013,5562,6344,41.79
POST-0174,06/11/2025,TikTok ,CAROUSEL,Customer Education, Nigeria ,Lagos,6.3672,3.3433,35-44,Positive,740781,288852,59696,10328,6702,5244,26.56
POST-0638,18-Aug-2025,Linked In,Image ,Launch, united kingdom,London,51.6404,0.0739,18-24,Neutral,133345,102866,4953,319,407,5785,5.52
POST-0793,08/05/2025,FB,Text Post,Product Launch ,GH,Accra,5.6907,-0.0868,45-54,Negative,314173,47975,2493,486,,1887,6.61
POST-0721,2025-03-09,Tik Tok,Live,Influencer Campaign,nigeria,Lagos,6.6732,3.4302,35-44,Positive,874847,387273,21580,3847,2797,7279,7.29
POST-0350,2025-05-14,FB,video,Customer Education,Australia,Sydney,-33.6209,151.0931,18-24,Neutral,399502,186528,41468,5517,4493,7469,27.6
POST-0189,06-Sep-2025,twitter,Text,Community,Germany,Berlin,52.3168,13.1752,45-54,Neutral,206287,58905,9703,923,1266,1937,20.19
POST-0832,14-Sep-2025,Linked In,Reel,community engagement,Nigeria,Lagos,6.4565,3.6262,55+,Negative,220641,159697,22586,1807,1166,2736,16.0
POST-0063,12-Jan-2025,Linked In,Text Post,influencer campaign,india,Mumbai,19.2978,73.1218,55+,Positive,219880,138806,3050,162,241,6327,2.49
POST-0452,2025-12-06,Instagram ,SHORT,community engagement,Ghana,Accra,5.3816,-0.0374,35-44,Neutral,418637,219040,26529,3831,2514,13903,
POST-0277,2025-05-24,Instagram,VID,Launch,AUS,Sydney,-33.7232,150.9815,25-34,Positive,454881,276718,26649,2669,949,15557,10.94
POST-0765,12/06/2025,X,SHORT,customer education,FR,Paris,48.6758,2.5007,35-44,Negative,391917,202310,42987,3698,5195,8491,25.64
POST-0011,2025-12-08,FB,Short,Customer Education, CANADA,Toronto,43.4181,-79.1599,45-54,Neutral,282028,224440,29868,6430,3731,5107,17.84
POST-0901,2025-01-14,X,LIVE STREAM,Customer Education,australia,Sydney,-33.8192,151.0238,35-44,Positive,218202,79495,2888,383,229,4741,4.4
POST-0099,20-Oct-2025,twitter,carousel,Brand Awareness,france,Paris,48.7782,2.3197,25-34,Neutral,340403,189998,13880,1291,1564,3795,8.81
POST-0151,01/28/2025,instagram,Live Stream,Community,france,Paris,48.6076,2.3533,25-34,Neutral,430810,99876,25508,2520,3001,5545,31.07
POST-0663,03-Jan-2025,X,Text Post,Seasonal Promo,South Africa,Cape Town,-34.1051,18.3934,55+,Positive,176124,134666,2899,231,104,6003,2.4
POST-0656,07/03/2025,Linked In,,Seasonal Promotion,US,New York,40.7883,-74.1182,18-24,Neutral,117156,86075,11431,1217,589,1313,15.38
POST-0816,03-Oct-2025,Twitter,REEL,influencer campaign,india,Mumbai,19.1439,72.7911,45-54,Neutral,353482,224531,42408,2360,4920,6025,22.13
POST-0460,07/13/2025,youtube,Image,customer education,FR,Paris,48.73,2.3002,35-44,Positive,626973,169878,23985,1829,2612,5349,16.73
POST-0462,2025-09-28,instagram,CAROUSEL,product launch,AUS,Sydney,-33.9547,151.1373,35-44,Positive,615713,419836,10959,476,1398,15315,3.06
POST-0239,30/01/2025,FB,Carousel,Influencer,America,New York,40.9385,-73.7597,25-34,Negative,184013,48997,14048,1629,665,3583,33.35
POST-0270,10/10/2025,,reel,Community,india,Mumbai,19.1165,72.7381,35-44,Negative,695355,563899,54493,10973,2392,19295,12.03
POST-0416,07/04/2025,TikTok,Reel,Community Engagement,Nigeria,Lagos,6.2559,3.5849,25-34,Positive,620111,297338,29182,3334,3651,13642,12.16
POST-0123,22/03/2025,,Text Post ,Community Engagement,australia,Sydney,-34.0428,151.3542,55+,Positive,407058,91659,17148,2370,2647,5114,24.18
POST-0868,18-Nov-2025,,short,customer education,Ghana,Accra,5.8679,-0.0653,45-54,Positive,702478,138933,5561,1165,303,3078,5.06
POST-0554,04-Feb-2025,Instagram,carousel,Community,India,Mumbai,19.1963,73.1356,45-54,Neutral,752342,567343,28461,,892,42786,5.51
POST-0592,2025-10-24,X,short,community engagement,US,New York,40.8242,-73.7956,55+,Positive,371199,211828,21369,3268,854,7780,
POST-0903,15-Aug-2025,,Image ,Influencer,DE,Berlin,52.3934,13.3891,25-34,Negative,301985,108440,22165,2531,2521,1090,25.1
POST-0055,07-Jul-2025,LinkedIn,Short,seasonal promotion,INDIA,Mumbai,19.0168,72.6019,45-54,Negative,182956,31775,13110,983,1277,1360,48.37
POST-0865,2025-08-25,youtube,,Product Launch ,Canada,Toronto,43.8772,-79.3425,55+,Negative,635312,499851,60137,11472,8539,3682,16.03
POST-0477,2025-01-24,IG,Image ,Seasonal Promo,France,Paris,49.0172,2.2046,45-54,Negative,603703,157473,38349,1657,993,12482,26.04
POST-0542,07/15/2025,linkedin,reel,Launch, CANADA,Toronto,43.9154,-79.1418,35-44,Negative,254438,92568,13977,906,372,3555,16.48
POST-0310,2025-02-26, Facebook,Reel,seasonal promotion,,Sydney,-33.9572,151.3354,55+,Neutral,401918,293324,41377,5880,6564,13022,18.35
POST-0717,20-Sep-2025,You Tube,Short,Launch,Ghana,Accra,5.5045,-0.3805,35-44,Neutral,534159,203153,48800,8361,4961,7678,30.58
POST-0378,2025-07-07,You Tube,carousel,Education,south africa,Cape Town,-33.8239,18.4361,25-34,Neutral,580958,152960,26095,4560,3634,3280,22.42
POST-0791,30/03/2025,You Tube,LIVE STREAM,Seasonal Promo,GH,Accra,5.4103,-0.0402,35-44,Negative,,395806,30724,1744,1690,20535,8.63
POST-0726,09/01/2025,Tik Tok,Live Stream,Influencer Campaign,france,Paris,48.727,2.0809,35-44,Positive,622314,349611,32527,3025,2602,8010,10.91
POST-0494,10/14/2025,Facebook,LIVE STREAM,influencer campaign,FR,Paris,49.0564,2.2524,18-24,Neutral,394248,243044,3041,297,268,16251,1.48
POST-0814,06-Mar-2025,TikTok,SHORT,Education,Canada,Toronto,43.6685,,18-24,Negative,785796,387153,49513,9180,2763,16949,15.87
POST-0373,27-Aug-2025,,Short,community engagement,INDIA,Mumbai,19.1807,72.7737,55+,Neutral,1051501,567719,25891,2575,1176,22171,5.22
POST-0244,06/04/2025,Instagram ,,Launch,India,Mumbai,19.2953,72.7142,25-34,Negative,435026,323724,8395,1248,329,19007,3.08
POST-0783,07/29/2025,TikTok,Text Post,Awareness,SA,Cape Town,-33.9483,18.6972,25-34,Negative,863680,167954,33870,4725,3212,12686,24.89
POST-0887,2025-07-03, Insta,Carousel,Product Launch,INDIA,Mumbai,19.2521,72.9158,55+,Negative,500455,384778,7613,1049,224,26262,2.31
POST-0427,05/29/2025,Linked In,Image ,Customer Education,United Kingdom,London,51.2681,-0.3441,55+,Positive,144917,43736,11251,605,984,1489,29.36
POST-0230,2025-05-12, Facebook,Image ,Awareness,france,Paris,49.1215,2.5919,55+,Negative,333166,75010,4530,262,197,1812,6.65
POST-0254,30/03/2025,TikTok,live stream,product launch, Nigeria ,Lagos,6.478,3.4448,45-54,Positive,544120,189009,15455,835,1877,11175,9.61
POST-0741,2025-12-26,instagram,Text,product launch,Canada,Toronto,43.9048,-79.5995,18-24,Neutral,578341,229874,11594,1838,1047,11711,6.3
POST-0883,12/05/2025,Facebook,Video,influencer campaign,south africa,Cape Town,-33.7408,18.4687,25-34,Negative,473615,60545,13658,663,674,2354,24.77
POST-0824,01-Dec-2025,twitter,short,Education, Nigeria ,Lagos,6.6046,3.1368,55+,Neutral,458689,232811,24207,1645,3527,17037,12.62
POST-0401,08/10/2025,Twitter,Text,Launch,UK,London,51.6348,-0.0866,55+,Neutral,351443,145366,13318,1830,689,9886,10.89
POST-0292,2025-03-21,X,live stream,Community,U.K.,London,51.2459,-0.2221,45-54,Positive,325061,56324,10889,745,826,1921,22.12
POST-0195,09/23/2025,twitter,VID,Product Launch,United States,New York,40.7005,-74.1191,55+,Negative,239680,55803,10242,2088,351,1204,22.72
POST-0954,01-Jul-2025,LinkedIn,Video,brand awareness,India,Mumbai,19.1791,73.0215,55+,Neutral,136045,71834,2304,316,340,2432,4.12
POST-0622,07/12/2025,TIKTOK,Text Post ,Brand Awareness ,Germany,Berlin,52.528,13.4629,25-34,Neutral,578679,240283,9875,1977,575,,5.17
POST-0052,26/03/2025,LinkedIn,Short,Influencer Campaign,INDIA,Mumbai,19.3172,72.7803,18-24,Positive,283977,229129,12438,2085,851,16524,6.71
POST-0101,18/11/2025,TikTok,Text Post,community engagement,Canada,Toronto,43.9082,-79.3456,55+,Neutral,768148,309803,36603,7487,1075,10781,14.58
POST-0324,07/07/2025,facebook,Text,Product Launch ,INDIA,Mumbai,19.2658,72.6629,45-54,Positive,361738,127609,16499,1385,2392,5819,15.89
POST-0798,2025-04-30,FB,Photo,Seasonal Promo, CANADA,Toronto,43.6013,-79.6017,55+,Neutral,310953,87786,14083,2272,578,3334,19.29
POST-0034,18/06/2025,,video,Influencer Campaign,Canada,Toronto,43.8006,-79.3975,18-24,Neutral,154216,129285,13849,2039,814,10221,12.92
POST-0517,19/05/2025,Linked In,Video,Product Launch ,Ghana,Accra,5.6003,-0.1559,55+,Negative,173280,70392,17657,1184,2148,5331,29.82
POST-0558,24/05/2025,You Tube,LIVE STREAM,Brand Awareness ,canada,Toronto,43.5345,-79.4152,18-24,Neutral,487463,249047,6660,677,478,18210,3.14
POST-0313,2025-10-27,facebook,VID,product launch,France,Paris,48.7372,2.1036,55+,Positive,344329,138405,36140,3063,4155,4834,31.33
POST-0728,10-Aug-2025,Instagram,Carousel,Influencer,Germany,Berlin,52.5058,13.503,35-44,Positive,475271,183883,16253,2590,1239,11653,10.92
POST-0331,04/08/2025,FB,CAROUSEL,Brand Awareness,france,Paris,48.7692,2.2936,18-24,Neutral,240026,31521,16620,3356,2371,443,70.9
POST-0067,2025-04-08,youtube,short,Customer Education,Canada,Toronto,43.5756,-79.4348,25-34,Positive,644661,264015,71154,11755,8433,6059,34.6
POST-0669,26-Oct-2025, Insta,Text Post ,Brand Awareness ,ghana,Accra,5.6702,,18-24,Positive,678717,551136,14678,3190,2160,29925,3.63
POST-0794,2025-12-25,LINKEDIN,Text Post,Seasonal Promotion,australia,Sydney,,151.346,55+,Negative,263015,41447,12037,2358,970,2837,37.07
POST-0071,15-Mar-2025,Facebook,Photo,brand awareness,GH,Accra,,-0.0229,45-54,Neutral,416548,255858,19701,2797,2736,11652,9.86
POST-0312,10/18/2025,LINKEDIN,SHORT,Brand Awareness ,australia,Sydney,-34.1657,151.1207,25-34,Neutral,230771,143178,9218,1977,828,5723,8.4
POST-0036,24-Jul-2025,Tik Tok,text post,Promo,australia,Sydney,-33.9566,151.3085,18-24,Neutral,665495,203687,25833,2486,1646,15586,14.71
POST-0739,03/02/2025, Facebook,Live,Product Launch ,U.K.,London,51.4933,-0.3946,55+,Positive,426787,76225,29782,4940,1030,2961,46.9
POST-0147,2025-02-19,,CAROUSEL,Promo,Nigeria,Lagos,6.5052,3.4626,45-54,Neutral,1096945,285074,22199,1012,776,2105,8.41
POST-0026,2025-10-10,YouTube,video,Community Engagement,INDIA,Mumbai,19.2238,72.6596,45-54,Neutral,750185,589974,48751,2767,7747,23368,10.05
POST-0588,2025-06-14,facebook,reel,Product Launch, united kingdom,London,51.3056,-0.1532,25-34,Positive,443475,224622,20276,1466,1098,5081,10.17
POST-0114,17/09/2025, Insta,carousel,customer education,U.K.,London,51.7413,-0.0902,35-44,Neutral,571481,101464,29097,3146,3910,3887,
POST-0757,17/04/2025,Facebook,Reel,influencer campaign,INDIA,Mumbai,18.8074,73.0702,45-54,Negative,306857,181298,36422,2787,1019,10771,22.19
POST-0861,25-May-2025,Linked In,video,Seasonal Promotion,DE,Berlin,52.728,13.3459,45-54,Positive,215937,176285,3858,336,108,13511,2.44
POST-0701,09/12/2025,YT,Live,Brand Awareness ,france,Paris,48.6572,2.5483,55+,Neutral,564841,290765,7628,1429,1076,16402,3.48
POST-0644,11/16/2025,twitter,carousel,influencer campaign,India,Mumbai,18.8755,73.0407,35-44,Positive,364406,189008,,460,245,5216,999
POST-0343,2025-02-04,YouTube,Carousel ,product launch,australia,Sydney,-33.6082,151.246,55+,Positive,610306,100461,38302,5239,2541,4033,45.87
POST-0803,26/12/2025,LINKEDIN,Video,Education,US,New York,40.7035,-74.0354,18-24,Neutral,218323,170954,5665,944,506,11821,4.16
POST-0542,07/15/2025,linkedin,reel,Launch, CANADA,Toronto,43.9154,-79.1418,35-44,Negative,254438,92568,13977,906,372,3555,16.48
POST-0768,06/21/2025,X,Image,Brand Awareness ,USA,New York,40.9074,-73.8556,35-44,Positive,167858,105575,2223,104,85,566,2.28
POST-0423,11/03/2025,Twitter,VID,Influencer,US,New York,40.7063,-74.1107,45-54,Negative,162834,116567,3865,710,152,2382,999
POST-0371,31/07/2025,Facebook,text post,Community Engagement,DE,Berlin,52.7508,13.2155,35-44,Positive,432053,155247,13495,1904,1097,7140,10.63
POST-0700,20/03/2025, Facebook,REEL,Influencer Campaign,FR,Paris,48.8819,2.4349,35-44,Neutral,398252,185522,9267,1579,470,7193,6.1
POST-0406,01/10/2025,IG,Reel,Product Launch,ghana,Accra,5.855,-0.4361,55+,Positive,785373,114874,40841,8283,2989,6363,45.37
POST-0181,22-Jun-2025,Instagram,text post,brand awareness,FR,Paris,48.7823,2.1469,18-24,Positive,381257,266485,11944,773,1637,16606,5.39
POST-0278,04-Jun-2025,x ,Video,Influencer,DE,Berlin,52.6945,13.2052,35-44,Positive,324053,49250,35941,2744,4345,954,87.37
POST-0152,15/10/2025,linkedin,Text Post ,Community,canada,Toronto,43.3801,-79.1923,18-24,Positive,212638,131805,3202,281,256,6353,2.84
POST-0033,2025-12-02,x ,REEL,Community Engagement,France,Paris,,2.4105,25-34,Positive,352061,98086,41161,3719,4800,3761,50.65
POST-0233,18-Apr-2025, Facebook,carousel,community engagement,germany,Berlin,52.6233,13.3168,35-44,Neutral,425506,240161,,2205,5133,1277,17.39
POST-0541,15-Oct-2025,Instagram,CAROUSEL,brand awareness,Germany,Berlin,52.573,13.2364,35-44,Negative,565428,391321,24953,2331,3890,23333,7.97
POST-0724,15-Oct-2025,IG,live stream,brand awareness,South Africa,Cape Town,-33.6271,18.2498,45-54,Negative,375785,194405,32407,6696,2481,1452,21.39
POST-0111,19-Dec-2025, Facebook,carousel,Brand Awareness ,canada,Toronto,43.5693,-79.2771,18-24,Positive,346856,211022,21126,4293,2892,3415,13.42
POST-0149,06/16/2025,,reel,customer education,,Cape Town,-33.6343,18.253,35-44,Negative,488788,253342,50731,4982,2724,,23.07
POST-0303,18/06/2025,TIKTOK,Video,Education, united kingdom,London,51.5064,0.1666,25-34,Negative,395677,221308,40109,5659,2967,9858,22.02
POST-0304,03-Jan-2025, Facebook,Image,Customer Education,ghana,Accra,5.4828,0.1034,18-24,Neutral,383634,296915,10100,1934,771,21927,4.31
POST-0596,10/05/2025,Facebook,video,customer education,india,Mumbai,18.8582,73.1372,25-34,Positive,337084,107937,23647,4939,1775,3315,28.13
POST-0453,2025-06-08,Tik Tok,image,Customer Education,india,Mumbai,19.2494,72.7896,35-44,Negative,790318,132905,11149,2326,1711,8343,11.43
POST-0058,06/02/2025,youtube,Photo,influencer campaign,Canada,Toronto,43.561,-79.4178,25-34,Negative,727921,342309,42123,6918,3726,16101,15.42
POST-0838,2025-02-25,LINKEDIN,short,Seasonal Promotion,Nigeria,Lagos,6.6793,3.4272,45-54,Negative,137506,47284,8520,1864,734,1830,23.51
POST-0925,28-Feb-2025,Instagram,SHORT,Product Launch,ghana,Accra,5.576,-0.0363,45-54,Positive,519493,358791,54555,3282,6606,2410,17.96
POST-0339,2025-05-19,Facebook,short,community engagement,America,New York,40.6387,-74.0483,35-44,Neutral,441936,292621,38290,6581,873,13351,15.63
POST-0944,2025-10-08,FB,Text Post,Launch,australia,Sydney,-33.9845,151.346,45-54,Negative,290261,145812,4755,377,162,8502,3.63
POST-0084,02/22/2025,Tik Tok,video,Seasonal Promotion,nigeria,Lagos,6.2764,3.1395,45-54,Neutral,599911,428191,27352,2567,2012,30224,7.46
POST-0328,2025-05-12,Facebook,REEL,Product Launch,india,Mumbai,19.1402,72.7939,35-44,Neutral,351264,226345,30423,5912,2113,11327,16.99
POST-0718,2025-05-07,LinkedIn,Carousel ,seasonal promotion,germany,Berlin,52.345,13.4533,25-34,Negative,238630,75077,13510,1553,837,4782,21.18
POST-0597,01/16/2025,LinkedIn,carousel,Launch,Australia,Sydney,-34.1078,151.3302,18-24,Negative,157065,56189,5901,810,683,2798,
POST-0752,29-Aug-2025,youtube,REEL,Product Launch ,AUS,Sydney,-33.6543,150.9938,25-34,Negative,671064,511041,76959,16240,2788,21767,18.78
POST-0967,2025-03-07,facebook,VID,Community Engagement,france,Paris,48.7193,2.175,45-54,Positive,337175,103699,32148,5405,4876,7943,40.92
POST-0543,25-Aug-2025,Instagram ,video,Brand Awareness,Nigeria,Lagos,6.7602,3.4793,55+,Neutral,,713780,7955,788,487,40077,1.29
POST-0280,11/29/2025,Facebook,live stream,Product Launch,United Kingdom,London,51.5296,0.1597,18-24,Negative,475780,385806,31194,6706,2041,27507,
POST-0380,07-Jul-2025,YouTube,Live,influencer campaign,nigeria,Lagos,6.3094,3.4875,35-44,Negative,214173,61210,14234,3041,536,2406,29.1
POST-0950,09/09/2025,FB,Live Stream,Awareness,Germany,Berlin,52.6155,13.3384,55+,Positive,211451,154324,15510,1788,2397,3722,12.76
POST-0018,16/01/2025,LinkedIn,carousel,Community Engagement,U.K.,London,51.5527,0.1172,25-34,Positive,134115,28451,2943,128,121,1570,11.22
POST-0237,2025-03-05,Linked In,Short,community engagement,GH,Accra,5.6781,-0.215,55+,Negative,341058,235784,17038,3411,1994,2275,9.52
POST-0713,2025-12-19,Linked In,reel,Product Launch,US,New York,40.5501,-74.0172,18-24,Neutral,202120,86951,8272,987,918,3785,11.7
POST-0779,01-Jul-2025,x ,Short,seasonal promotion,GH,Accra,5.7606,-0.3138,35-44,Neutral,396832,205181,37124,4035,4777,15490,22.39
POST-0236,2025-02-11,You Tube,Carousel,seasonal promotion,germany,Berlin,52.363,13.3095,25-34,Positive,471479,386224,41111,3314,4790,28493,
POST-0985,28/10/2025,Facebook,REEL,Community,DE,Berlin,,13.2225,25-34,Positive,636511,249112,76834,3539,8273,1340,35.58
POST-0589,20-Apr-2025,linkedin,SHORT,influencer campaign,Canada,Toronto,43.8932,-79.2531,55+,Negative,143784,118382,9257,1428,1329,8698,10.15
POST-0193,29-May-2025,Linked In,live stream,product launch,france,Paris,48.8524,2.6346,45-54,Negative,319297,146340,,2554,2651,1026,21.99
POST-0815,09/19/2025,tiktok,Photo,Product Launch,FR,Paris,48.677,2.6148,35-44,Negative,446904,187225,,4757,2204,7889,17.11
POST-0819,11/19/2025, Facebook,live stream,seasonal promotion,U.K.,London,51.7891,0.006,25-34,Negative,349661,58031,25025,4574,2686,2898,55.63
POST-0374,2025-02-21,Twitter,image,Launch,America,New York,,-73.7372,25-34,Neutral,145431,30968,6545,1374,167,964,26.11
POST-0247,16/04/2025,TikTok,Image ,Seasonal Promotion,france,Paris,48.9023,2.4946,45-54,Neutral,803460,433721,53303,8510,2250,12262,14.77
POST-0185,07/05/2025,TikTok ,Text Post ,Customer Education,France,Paris,48.9725,2.2962,25-34,Negative,592477,319227,27684,4056,1131,1717,10.3
POST-0830,2025-03-15,Tik Tok,text post,Influencer Campaign,Germany,Berlin,52.3766,13.4183,18-24,Positive,486724,94032,6471,1220,712,4653,8.94
POST-0208,07/21/2025,Instagram ,Short,Seasonal Promo,U.K.,London,51.6376,0.0985,35-44,Negative,505483,170407,20901,4358,2632,11835,16.37
POST-0614,2025-03-11,,VID,Product Launch ,France,Paris,48.9492,2.1552,45-54,Negative,804982,439420,53917,4064,8312,2525,15.09
POST-0705,2025-01-27,TikTok,VID,Awareness,Australia,Sydney,-34.0295,151.4934,35-44,Neutral,706559,187146,77485,14163,10779,8455,54.73
POST-0940,09/09/2025,linkedin,CAROUSEL,Influencer Campaign,France,Paris,48.8579,2.3202,55+,Neutral,205334,51021,10290,2014,1551,1823,27.16
POST-0393,11/07/2025,TikTok ,Photo,brand awareness,GH,Accra,5.3969,-0.1191,55+,Neutral,912662,655169,64776,4660,2645,4766,11.0
POST-0870,01-Dec-2025,YouTube,Short,Seasonal Promo,Canada,Toronto,43.514,-79.507,35-44,Negative,924193,656666,39495,8030,4082,43465,7.86
POST-0094,02/11/2025,LINKEDIN,Text,Product Launch,germany,Berlin,52.4329,13.6085,55+,Neutral,195970,139200,916,170,54,5620,0.82
POST-0536,2025-02-10,YT,text post,Seasonal Promotion,India,Mumbai,18.8339,72.9815,35-44,Positive,836978,671426,33773,7310,3378,50730,6.62
POST-0715,12/03/2025,YT,Live,Community Engagement,germany,Berlin,52.2424,13.6997,25-34,Positive,632637,297776,21110,1427,1615,3791,8.11
POST-0086,2025-01-21,Instagram,Reel,Awareness, CANADA,Toronto,43.7618,-79.6435,25-34,Positive,342899,219530,40473,4518,2432,13727,21.6
POST-0183,11/27/2025,x ,text post,Product Launch,United Kingdom,London,51.4029,-0.3688,45-54,Positive,282494,42832,5521,1020,696,2592,16.9
POST-0073,30-May-2025,LinkedIn,REEL,customer education,UK,London,,-0.3463,55+,Neutral,202376,108783,22768,4620,3573,1927,28.46
POST-0792,22-Feb-2025,linkedin,Photo,Product Launch ,Germany,Berlin,52.5666,13.3134,55+,Negative,202947,99574,7653,1149,936,6293,9.78
POST-0078,09-Nov-2025,x ,REEL,Education,france,Paris,48.8104,2.3442,25-34,Negative,278453,158906,21159,2171,2927,10492,16.52
POST-0474,18-Feb-2025,X,text post,Product Launch, Nigeria ,Lagos,6.6794,3.2757,55+,Neutral,179661,92955,5192,881,676,4692,7.26
POST-0327,16-Aug-2025,IG,REEL,customer education,United States,New York,40.5524,-73.9132,45-54,Negative,568247,299082,6848,716,748,10661,2.78
POST-0003,07/25/2025,twitter,Short,Product Launch,Germany,Berlin,52.7367,13.1967,55+,Positive,451664,218803,32207,5450,1602,15611,17.94
POST-0593,08/23/2025,LINKEDIN,Video ,seasonal promotion,india,Mumbai,18.7995,72.8178,18-24,Negative,244260,81550,15467,2103,,3981,150
POST-0437,09-Sep-2025,X,Text,customer education,United Kingdom,London,51.5765,-0.0959,35-44,Neutral,273463,105998,2081,178,108,8456,2.23
POST-0613,22-Oct-2025, Facebook,Video ,Product Launch ,India,Mumbai,18.8062,72.5849,25-34,Positive,365362,82291,5554,718,343,2198,8.04
POST-0500,06/14/2025,youtube,Short,customer education,AUS,Sydney,-33.6474,151.3403,25-34,Positive,365333,172874,33434,3523,3606,5777,23.46
POST-0564,2025-07-15,Tik Tok,reel,brand awareness, CANADA,Toronto,43.8104,-79.3627,25-34,Neutral,918411,177103,17652,2267,738,9450,11.66
POST-0448,18/03/2025,TIKTOK,Live,product launch,australia,Sydney,-33.6063,151.0352,25-34,Neutral,518491,118115,5029,254,716,9433,5.08
POST-0702,2025-07-24,youtube,Reel,Product Launch,AUS,Sydney,-33.6983,150.9683,18-24,Negative,850670,214110,21518,3160,2482,16095,12.69
POST-0863,21-Mar-2025,Instagram ,reel,product launch,DE,Berlin,52.7305,13.2046,18-24,Neutral,584007,125349,8306,580,456,9056,7.45
POST-0866,03/15/2025,TIKTOK,short,Community,ghana,Accra,5.8567,-0.0686,18-24,Neutral,748469,514389,66768,7588,6497,13739,15.72
POST-0767,2025-07-02,Tik Tok,REEL,Education, united kingdom,London,51.7514,0.0791,35-44,Negative,,103951,32539,1650,5181,1883,37.87
POST-0948,06/12/2025,TikTok,video,Community Engagement,UK,London,51.5662,,18-24,Negative,771288,306605,65028,13661,9858,10180,28.88
